,Property Type,Price,Address,Locality,Beds,Baths,Home Size,Lot Size,Garage,Link,Construction
513,House for Sale,"$387,999",8192 Westport Cir,"Sacramento, CA 95828",4 bed,2.5 bath,"1,872 sqft","5,663 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/8192-Westport-Cir_Sacramento_CA_95828_M11803-92297,
514,House for Sale,"$255,000",2110 Berg Ave,"Sacramento, CA 95822",3 bed,2 bath,"1,016 sqft",6098.0 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/2110-Berg-Ave_Sacramento_CA_95822_M15013-83456,
515,Condo/Townhome,"$179,000",5226 Hemlock St Apt 2,"Sacramento, CA 95841",1 bed,1 bath,682 sqft,"3,389 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/5226-Hemlock-St-Apt-2_Sacramento_CA_95841_M29505-50244,
516,House for Sale,"$410,000",2333 LA Lima Way,"Sacramento, CA 95833",3 bed,3 bath,"1,836 sqft","4,792 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2333-La-Lima-Way_Sacramento_CA_95833_M13741-18336,
517,House for Sale,"$319,000",5416 Tiburon Way,"Sacramento, CA 95841",3 bed,2 bath,"1,200 sqft","6,534 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/5416-Tiburon-Way_Sacramento_CA_95841_M27345-82950,
518,Condo/Townhome,"$149,900",351 Del Verde Cir Apt 8,"Sacramento, CA 95833",1 bed,1 bath,724 sqft,NOT LISTED,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/351-Del-Verde-Cir-Apt-8_Sacramento_CA_95833_M14736-78413,
519,House for Sale,"$400,000",5807 13th Ave,"Sacramento, CA 95820",3 bed,1 bath,"1,086 sqft","5,227 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/5807-13th-Ave_Sacramento_CA_95820_M12437-38101,
520,House for Sale,"$320,000",5825 Revelstok Dr,"Sacramento, CA 95842",3 bed,2 bath,"1,269 sqft","7,405 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/5825-Revelstok-Dr_Sacramento_CA_95842_M28218-22521,
521,House for Sale,"$215,000",3612 Clay St,"Sacramento, CA 95838",3 bed,1 bath,"1,026 sqft",0.24 acres lot,1 car,https://www.realtor.com/realestateandhomes-detail/3612-Clay-St_Sacramento_CA_95838_M19188-83256,
522,House for Sale,"$429,900",7696 S Oak Way,"Sacramento, CA 95831",3 bed,2.5 bath,"1,585 sqft","5,401 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/7696-S-Oak-Way_Sacramento_CA_95831_M11106-50048,
523,Multi-Family Home,"$419,000",4952 Saddlerock Way,"Sacramento, CA 95841",4 bed,3 bath,"2,074 sqft","7,614 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/4952-Saddlerock-Way_Sacramento_CA_95841_M18072-45865,
524,House for Sale,"$275,000",1537 71st Ave,"Sacramento, CA 95832",3 bed,2 bath,"1,148 sqft","5,227 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/1537-71st-Ave_Sacramento_CA_95832_M12250-45119,
525,House for Sale,"$456,990",Edgewood at Natomas Meadows The Orchid - Plan 2110,"Sacramento, CA 95834",4 bed,3 bath,"2,110 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/The-Orchid-Plan-2110_Edgewood-at-Natomas-Meadows_4504-Acacia-Ridge-St_Sacramento_CA_95834_P412502420448,NEW CONSTRUCTION
526,Land,"$465,000",6500 47th Ave,"Sacramento, CA 95824",NOT LISTED,NOT LISTED,NOT LISTED,2.14 acres lot,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/6500-47th-St_Sacramento_CA_95823_M99778-76427,
527,House for Sale,"$738,080",Cottonwood at McKinley Village Plan 6,"Sacramento, CA 95816",3 bed,2.5 bath,"2,224 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/Plan-6_Cottonwood-at-McKinley-Village_3317-McKinley-Village-Way_Sacramento_CA_95816_P415355742329,NEW CONSTRUCTION
528,House for Sale,"$344,900",1308 Greenhills Rd,"Sacramento, CA 95864",3 bed,2 bath,"1,466 sqft","5,663 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/1308-Greenhills-Rd_Sacramento_CA_95864_M21154-49730,
529,House for Sale,"$487,777",3623 Stemmler Dr,"Sacramento, CA 95834",4 bed,2.5 bath,"2,109 sqft","6,107 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/3623-Stemmler-Dr_Sacramento_CA_95834_M17808-04715,
530,House for Sale,"$699,000",3030 Shasta Way,"Sacramento, CA 95821",4 bed,3 bath,"2,759 sqft",0.44 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/3030-Shasta-Way_Sacramento_CA_95821_M10407-74480,
531,House for Sale,"$399,900",2801 Escobar Way,"Sacramento, CA 95827",4 bed,2.5 bath,"2,195 sqft","6,774 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2801-Escobar-Way_Sacramento_CA_95827_M26913-51308,
532,House for Sale,"$540,000",1601 Danbrook Dr,"Sacramento, CA 95835",4 bed,3 bath,"3,179 sqft","8,638 sqft lot",3 car,https://www.realtor.com/realestateandhomes-detail/1601-Danbrook-Dr_Sacramento_CA_95835_M17852-31139,
533,House for Sale,"$519,000",5708 Grassington Ln,"Sacramento, CA 95835",3 bed,3 bath,"2,356 sqft","7,074 sqft lot",3 car,https://www.realtor.com/realestateandhomes-detail/5708-Grassington-Ln_Sacramento_CA_95835_M23727-79164,
534,House for Sale,"$387,500",247 Dragonfly Cir,"Sacramento, CA 95834",4 bed,2.5 bath,"2,009 sqft","2,614 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/247-Dragonfly-Cir_Sacramento_CA_95834_M17032-45239,
535,House for Sale,"$675,000",725 36th St,"Sacramento, CA 95816",2 bed,1 bath,"1,706 sqft","5,759 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/725-36th-St_Sacramento_CA_95816_M19894-40984,
536,House for Sale,"$398,000",9001 Tuolumne Dr,"Sacramento, CA 95826",3 bed,3 bath,"1,836 sqft","7,013 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/9001-Tuolumne-Dr_Sacramento_CA_95826_M94130-46614,
537,House for Sale,"$537,700",2587 American River Dr,"Sacramento, CA 95864",3 bed,2.5 bath,"2,708 sqft",0.23 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/2587-American-River-Dr_Sacramento_CA_95864_M24170-05737,
538,House for Sale,"$345,000",2517 Hernando Rd,"Sacramento, CA 95825",3 bed,2 bath,"1,524 sqft",0.27 acres lot,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/2517-Hernando-Rd_Sacramento_CA_95825_M14471-59583,
539,House for Sale,"$395,000",415 Rio Del Oro Ln,"Sacramento, CA 95825",3 bed,3 bath,"1,829 sqft","1,742 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/415-Rio-del-Oro-Ln_Sacramento_CA_95825_M25209-40450,
540,Mfd/Mobile Home,"$139,900",7415 Baronnel Ln,"Sacramento, CA 95828",3 bed,2 bath,"1,645 sqft",NOT LISTED,yes car,https://www.realtor.com/realestateandhomes-detail/7415-Baronnel-Ln_Sacramento_CA_95828_M12045-74745,
541,House for Sale,"$339,900",2057 Expedition Way,"Sacramento, CA 95832",4 bed,2 bath,"1,777 sqft","5,789 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2057-Expedition-Way_Sacramento_CA_95832_M20081-62518,
542,House for Sale,"$399,999",2939 Myotis Dr,"Sacramento, CA 95834",3 bed,2 bath,"1,705 sqft","5,249 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2939-Myotis-Dr_Sacramento_CA_95834_M16627-66202,
543,House for Sale,"$639,000",1915 17th St,"Sacramento, CA 95811",1 bed,2 bath,"1,600 sqft","3,202 sqft lot",yes car,https://www.realtor.com/realestateandhomes-detail/1915-17th-St_Sacramento_CA_95811_M11176-61668,
544,House for Sale,"$265,000",7720 Reenel Way,"Sacramento, CA 95832",3 bed,2 bath,"1,628 sqft","8,712 sqft lot",yes car,https://www.realtor.com/realestateandhomes-detail/7720-Reenel-Way_Sacramento_CA_95832_M12262-37630,
545,House for Sale,"$274,000",9304 LA Riviera Dr,"Sacramento, CA 95826",3 bed,2 bath,"1,256 sqft","7,309 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/9304-La-Riviera-Dr_Sacramento_CA_95826_M24347-38027,
546,House for Sale,"$377,000",5051 Kankakee Dr,"Sacramento, CA 95835",3 bed,2 bath,"1,877 sqft","5,092 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/5051-Kankakee-Dr_Sacramento_CA_95835_M23363-44964,
547,House for Sale,"$599,888",2741 Santa Clara Way,"Sacramento, CA 95817",4 bed,2.5 bath,"1,890 sqft","3,485 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/2741-Santa-Clara-Way_Sacramento_CA_95817_M13156-00197,NEW CONSTRUCTION
548,Condo/Townhome,"$284,950",50 Regency Park Cir Unit 7103,"Sacramento, CA 95835",3 bed,3 bath,"1,384 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/50-Regency-Park-Cir-Unit-7103_Sacramento_CA_95835_M17844-51733,
549,House for Sale,"$428,000",5751 Herbal Way,"Sacramento, CA 95835",3 bed,2 bath,"1,911 sqft","6,133 sqft lot",3 car,https://www.realtor.com/realestateandhomes-detail/5751-Herbal-Way_Sacramento_CA_95835_M26102-21302,
550,House for Sale,"$320,000",6509 Sun Ranch Dr,"Sacramento, CA 95823",3 bed,2.5 bath,"1,512 sqft","5,462 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/6509-Sun-Ranch-Dr_Sacramento_CA_95823_M22717-99955,
551,House for Sale,"$459,000",7545 Hazelton Way,"Sacramento, CA 95829",4 bed,2.5 bath,"2,269 sqft","5,550 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/7545-Hazelton-Way_Sacramento_CA_95829_M17902-43362,
552,House for Sale,"$239,888",3100 Gardendale Rd,"Sacramento, CA 95822",3 bed,1 bath,960 sqft,"6,534 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/3100-Gardendale-Rd_Sacramento_CA_95822_M24434-66481,
553,House for Sale,"$315,000",9116 Clendenen Way,"Sacramento, CA 95826",3 bed,2 bath,"1,213 sqft","5,502 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/9116-Clendenen-Way_Sacramento_CA_95826_M23114-62290,
554,House for Sale,"$699,950",8061 Crane Hawk Ct,"Sacramento, CA 95829",3 bed,2.5 bath,"2,323 sqft","9,920 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/8061-Crane-Hawk-Way_Sacramento_CA_95829_M28141-47140?ex=CA2526418556,NEW CONSTRUCTION
555,House for Sale,"$280,000",7609 Circle Pkwy,"Sacramento, CA 95823",3 bed,2 bath,"1,152 sqft","6,970 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/7609-Circle-Pkwy_Sacramento_CA_95823_M27224-76593,
556,Condo/Townhome,"$259,900",8841 LA Riviera Dr Unit B,"Sacramento, CA 95826",2 bed,1.5 bath,"1,014 sqft",793 sqft lot,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/8841-La-Riviera-Dr_Sacramento_CA_95826_M28997-42458,
557,House for Sale,"$299,900",2406 34th Ave,"Sacramento, CA 95822",3 bed,1 bath,"1,119 sqft","6,386 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/2406-34th-Ave_Sacramento_CA_95822_M21842-18693,
558,Multi-Family Home,"$300,000",160 Santiago Ave,"Sacramento, CA 95815",4 bed,2 bath,"1,750 sqft","7,405 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/160-Santiago-Ave_Sacramento_CA_95815_M28582-08602,
559,House for Sale,"$229,900",418 Berthoud St,"Sacramento, CA 95838",3 bed,1 bath,"1,112 sqft","6,534 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/418-Berthoud-St_Sacramento_CA_95838_M27312-54908,
560,House for Sale,"$357,500",5129 Leader Ave,"Sacramento, CA 95841",3 bed,2 bath,"1,400 sqft","7,405 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/5129-Leader-Ave_Sacramento_CA_95841_M27521-72475,
561,Multi-Family Home,"$255,000",1741 Nogales St,"Sacramento, CA 95838",2 bed,2 bath,"1,280 sqft","7,427 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/1741-Nogales-St_Sacramento_CA_95838_M23099-44262,
562,House for Sale,"$269,000",7514 Addison Way,"Sacramento, CA 95822",4 bed,2 bath,"1,408 sqft","6,534 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/7514-Addison-Way_Sacramento_CA_95822_M25239-60917,
563,House for Sale,"$265,000",533 Lindsay Ave,"Sacramento, CA 95838",3 bed,2 bath,"1,074 sqft","6,970 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/533-Lindsay-Ave_Sacramento_CA_95838_M28636-26196,
564,House for Sale,"$299,000",7304 Fletcher Farm Dr,"Sacramento, CA 95828",3 bed,2 bath,"1,226 sqft","5,663 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/7304-Fletcher-Farm-Dr_Sacramento_CA_95828_M12161-27187,
565,House for Sale,"$275,000",7730 Canova Way,"Sacramento, CA 95823",3 bed,2 bath,"1,255 sqft","6,534 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/7730-Canova-Way_Sacramento_CA_95823_M24109-13719,
566,Condo/Townhome,"$175,000",985 Fulton Ave Apt 472,"Sacramento, CA 95825",2 bed,1 bath,"1,010 sqft",NOT LISTED,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/985-Fulton-Ave-Apt-472_Sacramento_CA_95825_M24050-46947,
567,House for Sale,"$799,950",8065 Crane Hawk Ct,"Sacramento, CA 95829",5 bed,4 bath,"3,730 sqft",0.25 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/8065-Crane-Hawk-Way_Sacramento_CA_95829_M28138-86279?ex=CA2526455584,NEW CONSTRUCTION
568,House for Sale,"$763,023",Cottonwood at McKinley Village Plan 5,"Sacramento, CA 95816",2 bed,2.5 bath,"1,953 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/Plan-5_Cottonwood-at-McKinley-Village_3317-McKinley-Village-Way_Sacramento_CA_95816_P415332526553,NEW CONSTRUCTION
569,Land,"$60,000",4201 34th St,"Sacramento, CA 95820",NOT LISTED,NOT LISTED,NOT LISTED,"5,493 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/4201-34th-St_Sacramento_CA_95820_M15496-91489,
570,House for Sale,"$349,900",755 Phillipi Way,"Sacramento, CA 95838",4 bed,2.5 bath,"1,865 sqft","2,788 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/755-Phillipi-Way_Sacramento_CA_95838_M98668-29178,NEW CONSTRUCTION
571,House for Sale,"$324,900",759 Phillipi Way,"Sacramento, CA 95838",3 bed,2.5 bath,"1,670 sqft","2,744 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/759-Phillipi-Way_Sacramento_CA_95838_M98457-11549,NEW CONSTRUCTION
572,House for Sale,"$1,489,000",1371 46th St,"Sacramento, CA 95819",3 bed,2.5 bath,"2,067 sqft","8,416 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/1371-46th-St_Sacramento_CA_95819_M23340-76420,
573,House for Sale,"$899,999",7785 Polo Crosse Ave,"Sacramento, CA 95829",5 bed,2.5 bath,"2,873 sqft",0.9 acres lot,3 car,https://www.realtor.com/realestateandhomes-detail/7785-Polo-Crosse-Ave_Sacramento_CA_95829_M16408-76176,
574,House for Sale,"$488,888",4005 Adelheid Way,"Sacramento, CA 95821",4 bed,2 bath,"1,776 sqft",0.3 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/4005-Adelheid-Way_Sacramento_CA_95821_M21876-45233,
575,Condo/Townhome,"$175,000",4107 Brookfield Dr,"Sacramento, CA 95823",3 bed,2.5 bath,"1,344 sqft","1,307 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/4107-Brookfield-Dr_Sacramento_CA_95823_M24770-80362?ex=CA2520786125,
576,House for Sale,"$305,000",5911 63rd St,"Sacramento, CA 95824",3 bed,2 bath,"1,571 sqft","8,712 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/5911-63rd-St_Sacramento_CA_95824_M25370-89901,
577,House for Sale,"$649,900",1841 43rd St,"Sacramento, CA 95819",3 bed,2.5 bath,"1,718 sqft","6,534 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/1841-43rd-St_Sacramento_CA_95819_M25329-64754,
578,House for Sale,"$329,000",3136 Torland St,"Sacramento, CA 95833",3 bed,2.5 bath,"1,473 sqft","2,065 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/3136-Torland-St_Sacramento_CA_95833_M20985-03906,
579,House for Sale,"$369,000",2941 Glacier St,"Sacramento, CA 95821",3 bed,2 bath,"1,556 sqft",0.25 acres lot,1 car,https://www.realtor.com/realestateandhomes-detail/2941-Glacier-St_Sacramento_CA_95821_M29903-16368,
580,House for Sale,"$344,900",8012 Healy Ct,"Sacramento, CA 95828",4 bed,2.5 bath,"1,588 sqft","5,571 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/8012-Healy-Ct_Sacramento_CA_95828_M10821-96538,
581,House for Sale,"$350,000",7984 Sewell Ct,"Sacramento, CA 95828",4 bed,3 bath,"1,940 sqft",0.25 acres lot,3 car,https://www.realtor.com/realestateandhomes-detail/7984-Sewell-Ct_Sacramento_CA_95828_M12465-02079,
582,House for Sale,"$309,000",5798 Tangerine Ave,"Sacramento, CA 95823",4 bed,2 bath,"1,461 sqft","9,148 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/5798-Tangerine-Ave_Sacramento_CA_95823_M24690-11322,
583,Multi-Family Home,"$850,000",409 T St,"Sacramento, CA 95811",5 bed,4 bath,"2,600 sqft","6,534 sqft lot",yes car,https://www.realtor.com/realestateandhomes-detail/409-T-St_Sacramento_CA_95811_M24168-06812,
584,House for Sale,"$269,900",8108 Port Royale Way,"Sacramento, CA 95823",2 bed,1 bath,779 sqft,"4,121 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/8108-Port-Royale-Way_Sacramento_CA_95823_M21593-68607,
585,House for Sale,"$599,000",1555 32nd St,"Sacramento, CA 95816",3 bed,2 bath,"1,388 sqft","3,049 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/1555-32nd-St_Sacramento_CA_95816_M22084-15662?ex=CA2520234325,
586,House for Sale,"$330,000",6842 Palatine Pl,"Sacramento, CA 95842",3 bed,2 bath,"1,470 sqft","6,534 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/6842-Palatine-Pl_Sacramento_CA_95842_M29055-96360,
587,Multi-Family Home,"$649,000",523 18th St,"Sacramento, CA 95811",4 bed,2 bath,"2,758 sqft","3,049 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/523-18th-St_Sacramento_CA_95811_M17741-55634?ex=CA2521050438,
588,House for Sale,"$297,500",5508 Cabrillo Way,"Sacramento, CA 95820",3 bed,1 bath,"1,039 sqft","6,970 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/5508-Cabrillo-Way_Sacramento_CA_95820_M19778-02637,
589,House for Sale,"$390,000",8514 Vintage Park Dr,"Sacramento, CA 95828",3 bed,3 bath,"1,956 sqft","6,050 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/8514-Vintage-Park-Dr_Sacramento_CA_95828_M12070-00180,
590,House for Sale,"$300,000",6101 Hillsdale Blvd,"Sacramento, CA 95842",3 bed,2 bath,"1,379 sqft","6,098 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/6101-Hillsdale-Blvd_Sacramento_CA_95842_M28006-92732,
591,House for Sale,"$315,000",1918 Bonavista Way,"Sacramento, CA 95832",3 bed,2 bath,"1,302 sqft","5,458 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/1918-Bonavista-Way_Sacramento_CA_95832_M27488-75615,
592,House for Sale,"$499,000",7485 Griggs Way,"Sacramento, CA 95831",3 bed,2.5 bath,"2,094 sqft","5,502 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/7485-Griggs-Way_Sacramento_CA_95831_M13490-03017,
593,House for Sale,"$250,000",2867 Del Paso Blvd,"Sacramento, CA 95815",2 bed,1 bath,"1,306 sqft",0.25 acres lot,15 car,https://www.realtor.com/realestateandhomes-detail/2867-Del-Paso-Blvd_Sacramento_CA_95815_M29162-68941,
594,House for Sale,"$1,149,000",1400 Mariemont Ave,"Sacramento, CA 95864",3 bed,2 bath,"1,820 sqft",0.46 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/1400-Mariemont-Ave_Sacramento_CA_95864_M22329-49247,
595,House for Sale,"$300,000",3905 Loreto Way,"Sacramento, CA 95821",2 bed,1 bath,"1,087 sqft",0.24 acres lot,1 car,https://www.realtor.com/realestateandhomes-detail/3905-Loreto-Way_Sacramento_CA_95821_M10889-59344,
596,House for Sale,"$225,000",7511 32nd St,"Sacramento, CA 95822",3 bed,1.5 bath,"1,058 sqft","7,405 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/7511-32nd-St_Sacramento_CA_95822_M25197-87132?ex=CA2519387028,
597,House for Sale,"$253,000",6026 Fruitridge Rd,"Sacramento, CA 95820",3 bed,1 bath,"1,064 sqft","6,098 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/6026-Fruitridge-Rd_Sacramento_CA_95820_M24428-07067,
598,House for Sale,"$249,950",3604 Branch St,"Sacramento, CA 95838",2 bed,1 bath,936 sqft,"6,098 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/3604-Branch-St_Sacramento_CA_95838_M19875-27122,
599,House for Sale,"$319,900",5333 Fernwood Way,"Sacramento, CA 95841",3 bed,2 bath,"1,314 sqft","6,534 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/5333-Fernwood-Way_Sacramento_CA_95841_M26795-41153,
600,House for Sale,"$350,000",8334 Herndon Ct,"Sacramento, CA 95828",4 bed,2 bath,"1,527 sqft","6,037 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/8334-Herndon-Ct_Sacramento_CA_95828_M10760-84924,
601,House for Sale,"$295,000",3166 Buchman St,"Sacramento, CA 95833",2 bed,2 bath,"1,194 sqft","2,966 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/3166-Buchman-St_Sacramento_CA_95833_M20532-25786,
602,Condo/Townhome,"$233,000",5038 Greenberry Dr,"Sacramento, CA 95841",3 bed,2 bath,"1,282 sqft","1,133 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/5038-Greenberry-Dr_Sacramento_CA_95841_M21161-43262,
603,House for Sale,"$272,500",615 Lee Dr,"Sacramento, CA 95815",3 bed,2 bath,"1,350 sqft","6,098 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/615-Lee-Dr_Sacramento_CA_95815_M28606-30888,
604,House for Sale,"$269,900",937 Congress Ave,"Sacramento, CA 95838",3 bed,2 bath,936 sqft,"7,841 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/937-Congress-Ave_Sacramento_CA_95838_M20045-20392,
605,House for Sale,"$300,000",6038 Windbreaker Way,"Sacramento, CA 95823",3 bed,2 bath,"1,205 sqft","5,528 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/6038-Windbreaker-Way_Sacramento_CA_95823_M21946-96720,
